checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
2,12.0,3,1,888.0,1,5,4.0,3,1,4.0,3,41.0,bank,own,1.0,unskilled resident,2.0,none,yes,bad
4,48.0,3,4,10222.0,5,4,4.0,3,1,3.0,3,37.0,stores,own,1.0,skilled,1.0,yes,yes,good
2,30.0,1,9,4221.0,1,3,2.0,2,1,1.0,3,28.0,none,own,2.0,skilled,1.0,none,yes,good
2,18.0,5,3,6361.0,1,5,2.0,3,1,1.0,4,41.0,none,own,1.0,skilled,1.0,yes,yes,good
3,12.0,3,4,1297.0,1,3,3.0,4,1,4.0,1,23.0,none,rent,1.0,skilled,1.0,none,yes,good
1,12.0,3,1,900.0,5,3,4.0,4,1,2.0,3,23.0,none,own,1.0,skilled,1.0,none,yes,bad
4,21.0,3,3,2241.0,1,5,4.0,3,1,2.0,1,50.0,none,own,2.0,skilled,1.0,none,yes,good
2,6.0,4,3,1050.0,1,1,4.0,3,1,1.0,2,35.0,stores,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
3,6.0,5,7,1047.0,1,3,2.0,2,1,4.0,2,50.0,none,own,1.0,unskilled resident,1.0,none,yes,good
4,24.0,5,10,6314.0,1,1,4.0,3,2,2.0,4,27.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
2,30.0,2,3,3496.0,4,3,4.0,3,1,2.0,3,34.0,stores,own,1.0,skilled,2.0,yes,yes,good
4,48.0,2,9,3609.0,1,3,1.0,2,1,1.0,1,27.0,stores,own,1.0,skilled,1.0,none,yes,good
1,12.0,5,1,4843.0,1,5,3.0,3,2,4.0,2,43.0,none,rent,2.0,skilled,1.0,yes,yes,bad
3,30.0,5,4,3017.0,1,5,4.0,3,1,4.0,2,47.0,none,own,1.0,skilled,1.0,none,yes,good
4,24.0,5,9,4139.0,2,3,3.0,3,1,3.0,2,27.0,none,own,2.0,unskilled resident,1.0,yes,yes,good
4,36.0,3,9,5742.0,2,4,2.0,3,1,2.0,3,31.0,none,own,2.0,skilled,1.0,yes,yes,good
4,60.0,3,1,10366.0,1,5,2.0,3,1,4.0,2,42.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
4,6.0,5,1,2080.0,3,3,1.0,4,1,2.0,3,24.0,none,own,1.0,skilled,1.0,none,yes,good
4,21.0,4,9,2580.0,3,2,4.0,3,1,2.0,1,41.0,bank,own,1.0,unskilled resident,2.0,none,yes,bad
4,30.0,5,4,4530.0,1,4,4.0,2,1,4.0,3,26.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
4,24.0,5,3,5150.0,1,5,4.0,3,1,4.0,3,33.0,none,own,1.0,skilled,1.0,yes,yes,good
2,72.0,3,4,5595.0,2,3,2.0,4,1,2.0,3,24.0,none,own,1.0,skilled,1.0,none,yes,bad
1,24.0,3,4,2384.0,1,5,4.0,3,1,4.0,1,64.0,bank,rent,1.0,unskilled resident,1.0,none,yes,good
4,18.0,3,4,1453.0,1,2,3.0,2,1,1.0,1,26.0,none,own,1.0,skilled,1.0,none,yes,good
4,6.0,3,7,1538.0,1,2,1.0,2,1,2.0,4,56.0,none,own,1.0,skilled,1.0,none,yes,good
4,12.0,3,4,2279.0,5,3,4.0,3,1,4.0,4,37.0,none,for free,1.0,skilled,1.0,yes,yes,good
4,15.0,4,4,1478.0,1,3,4.0,4,1,3.0,1,33.0,bank,own,2.0,skilled,1.0,none,yes,good
4,24.0,5,4,5103.0,1,2,3.0,4,1,3.0,4,47.0,none,for free,3.0,skilled,1.0,yes,yes,good
2,36.0,4,9,9857.0,2,4,1.0,3,1,3.0,2,31.0,none,own,2.0,unskilled resident,2.0,yes,yes,good
4,60.0,3,1,6527.0,5,3,4.0,3,1,4.0,4,34.0,none,for free,1.0,skilled,2.0,yes,yes,good
3,10.0,5,4,1347.0,5,4,4.0,3,1,2.0,2,27.0,none,own,2.0,skilled,1.0,yes,yes,good
2,36.0,4,1,2862.0,2,5,4.0,3,1,3.0,4,30.0,none,for free,1.0,skilled,1.0,none,yes,good
4,9.0,3,4,2753.0,2,5,3.0,3,2,4.0,3,35.0,none,own,1.0,skilled,1.0,yes,yes,good
1,12.0,3,1,3651.0,4,3,1.0,3,1,3.0,2,31.0,none,own,1.0,skilled,2.0,none,yes,good
1,15.0,5,3,975.0,1,3,2.0,1,1,3.0,2,25.0,none,own,2.0,skilled,1.0,none,yes,good
2,15.0,3,6,2631.0,2,3,3.0,2,1,2.0,1,25.0,none,own,1.0,unskilled resident,1.0,none,yes,good
2,24.0,3,4,2896.0,2,2,2.0,3,1,1.0,3,29.0,none,own,1.0,skilled,1.0,none,yes,good
1,6.0,5,1,4716.0,5,2,1.0,3,1,3.0,1,44.0,none,own,2.0,unskilled resident,2.0,none,yes,good
4,24.0,3,4,2284.0,1,4,4.0,3,1,2.0,3,28.0,none,own,1.0,skilled,1.0,yes,yes,good
4,6.0,3,2,1236.0,3,3,2.0,3,1,4.0,2,50.0,none,rent,1.0,skilled,1.0,none,yes,good
2,12.0,3,4,1103.0,1,4,4.0,3,3,3.0,1,29.0,none,own,2.0,skilled,1.0,none,no,good
4,12.0,5,1,926.0,1,1,1.0,2,1,2.0,2,38.0,none,own,1.0,unemp/unskilled non res,1.0,none,yes,good
4,18.0,5,4,1800.0,1,3,4.0,3,1,2.0,3,24.0,none,own,2.0,skilled,1.0,none,yes,good
3,15.0,3,7,1905.0,1,5,4.0,3,1,4.0,3,40.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
4,12.0,3,3,1123.0,3,3,4.0,2,1,4.0,3,29.0,none,rent,1.0,unskilled resident,1.0,none,yes,bad
1,48.0,5,2,6331.0,1,5,4.0,3,1,4.0,4,46.0,none,for free,2.0,skilled,1.0,yes,yes,bad
3,24.0,3,4,1377.0,2,5,4.0,2,1,2.0,4,47.0,none,for free,1.0,skilled,1.0,yes,yes,good
2,30.0,4,9,2503.0,2,5,4.0,3,1,2.0,2,41.0,stores,own,2.0,skilled,1.0,none,yes,good
2,27.0,3,9,2528.0,1,2,4.0,2,1,1.0,2,32.0,none,own,1.0,skilled,2.0,yes,yes,good
4,15.0,3,1,5324.0,3,5,1.0,2,1,4.0,4,35.0,none,for free,1.0,skilled,1.0,none,yes,good
2,48.0,3,1,6560.0,2,4,3.0,3,1,2.0,2,24.0,none,own,1.0,skilled,1.0,none,yes,bad
2,12.0,1,3,2969.0,1,2,4.0,2,1,3.0,2,25.0,none,rent,2.0,skilled,1.0,none,yes,bad
2,9.0,3,4,1206.0,1,5,4.0,2,1,4.0,1,25.0,none,own,1.0,skilled,1.0,none,yes,good
2,9.0,3,4,2118.0,1,3,2.0,3,1,2.0,1,37.0,none,own,1.0,unskilled resident,2.0,none,yes,good
4,18.0,5,4,629.0,3,5,4.0,3,1,3.0,2,32.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
1,6.0,2,7,1198.0,1,5,4.0,2,1,4.0,4,35.0,none,for free,1.0,skilled,1.0,none,yes,bad
4,21.0,3,2,2476.0,5,5,4.0,3,1,4.0,1,46.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
1,9.0,5,4,1138.0,1,3,4.0,3,1,4.0,1,25.0,none,own,2.0,unskilled resident,1.0,none,yes,good
2,60.0,3,1,14027.0,1,4,4.0,3,1,2.0,4,27.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
4,30.0,5,2,7596.0,5,5,1.0,3,1,4.0,3,63.0,none,own,2.0,skilled,1.0,none,yes,good
4,30.0,5,4,3077.0,5,5,3.0,3,1,2.0,3,40.0,none,own,2.0,skilled,2.0,yes,yes,good
4,18.0,3,4,1505.0,1,3,4.0,3,1,2.0,4,32.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
3,24.0,5,4,3148.0,5,3,3.0,3,1,2.0,3,31.0,none,own,2.0,skilled,1.0,yes,yes,good
2,20.0,1,2,6148.0,2,5,3.0,4,1,4.0,3,31.0,bank,own,2.0,skilled,1.0,yes,yes,good
3,9.0,1,4,1337.0,1,2,4.0,3,1,2.0,3,34.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
2,6.0,2,7,433.0,4,2,4.0,2,1,2.0,2,24.0,bank,rent,1.0,skilled,2.0,none,yes,bad
1,12.0,3,1,1228.0,1,3,4.0,2,1,2.0,1,24.0,none,own,1.0,unskilled resident,1.0,none,yes,bad
2,9.0,3,4,790.0,3,3,4.0,2,1,3.0,1,66.0,none,own,1.0,unskilled resident,1.0,none,yes,good
4,27.0,3,1,2570.0,1,3,3.0,2,1,3.0,1,21.0,none,rent,1.0,skilled,1.0,none,yes,bad
4,6.0,5,1,250.0,4,3,2.0,2,1,2.0,1,41.0,bank,own,2.0,unskilled resident,1.0,none,yes,good
4,15.0,5,4,1316.0,3,3,2.0,4,1,2.0,2,47.0,none,own,2.0,unskilled resident,1.0,none,yes,good
1,18.0,3,4,1882.0,1,3,4.0,2,1,4.0,3,25.0,bank,rent,2.0,skilled,1.0,none,yes,bad
2,48.0,2,9,6416.0,1,5,4.0,2,1,3.0,4,59.0,none,rent,1.0,skilled,1.0,none,yes,bad
3,24.0,5,9,1275.0,4,3,2.0,1,1,4.0,1,36.0,none,own,2.0,skilled,1.0,yes,yes,good
2,24.0,4,4,6403.0,1,2,1.0,3,1,2.0,3,33.0,none,own,1.0,skilled,1.0,none,yes,good
1,24.0,3,4,1987.0,1,3,2.0,3,1,4.0,1,21.0,none,rent,1.0,unskilled resident,2.0,none,yes,bad
2,8.0,3,4,760.0,1,4,4.0,2,3,2.0,1,44.0,none,own,1.0,unskilled resident,1.0,none,yes,good
4,24.0,3,2,2603.0,4,3,2.0,2,1,4.0,3,28.0,none,rent,1.0,skilled,1.0,yes,yes,good
4,4.0,5,1,3380.0,1,4,1.0,2,1,1.0,1,37.0,none,own,1.0,skilled,2.0,none,yes,good
2,36.0,2,5,3990.0,5,2,3.0,2,1,2.0,4,29.0,bank,own,1.0,unemp/unskilled non res,1.0,none,yes,good
2,24.0,3,2,11560.0,1,3,1.0,2,1,4.0,3,23.0,none,rent,2.0,high qualif/self emp/mgmt,1.0,none,yes,bad
1,18.0,3,1,4380.0,2,3,3.0,3,1,4.0,3,35.0,none,own,1.0,unskilled resident,2.0,yes,yes,good
4,6.0,5,1,6761.0,1,4,1.0,3,1,3.0,4,45.0,none,own,2.0,high qualif/self emp/mgmt,2.0,yes,yes,good
2,30.0,1,9,4280.0,2,3,4.0,2,1,4.0,3,26.0,none,rent,2.0,unskilled resident,1.0,none,yes,bad
1,24.0,2,1,2325.0,2,4,2.0,3,1,3.0,3,32.0,bank,own,1.0,skilled,1.0,none,yes,good
2,10.0,2,4,1048.0,1,3,4.0,3,1,4.0,1,23.0,stores,own,1.0,unskilled resident,1.0,none,yes,good
4,21.0,3,4,3160.0,5,5,4.0,3,1,3.0,2,41.0,none,own,1.0,skilled,1.0,yes,yes,good
1,24.0,2,3,2483.0,3,3,4.0,3,1,4.0,1,22.0,stores,own,1.0,skilled,1.0,yes,yes,good
1,39.0,5,3,14179.0,5,4,4.0,3,1,4.0,2,30.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
1,13.0,5,9,1797.0,1,2,3.0,3,1,1.0,2,28.0,bank,own,2.0,unskilled resident,1.0,none,yes,good
1,15.0,3,1,2511.0,1,1,1.0,2,1,4.0,3,23.0,none,rent,1.0,skilled,1.0,none,yes,good
1,12.0,3,1,1274.0,1,2,3.0,2,1,1.0,1,37.0,none,own,1.0,unskilled resident,1.0,none,yes,bad
4,21.0,3,2,5248.0,5,3,1.0,3,1,3.0,3,26.0,none,own,1.0,skilled,1.0,none,yes,good
4,15.0,3,2,3029.0,1,4,2.0,3,1,2.0,3,33.0,none,own,1.0,skilled,1.0,none,yes,good
1,6.0,3,3,428.0,1,5,2.0,2,1,1.0,2,49.0,bank,own,1.0,skilled,1.0,yes,yes,good
1,18.0,3,1,976.0,1,2,1.0,2,1,2.0,3,23.0,none,own,1.0,unskilled resident,1.0,none,yes,bad
2,12.0,3,9,841.0,2,4,2.0,2,1,4.0,1,23.0,none,rent,1.0,unskilled resident,1.0,none,yes,good
4,30.0,5,4,5771.0,1,4,4.0,2,1,2.0,3,25.0,none,own,2.0,skilled,1.0,none,yes,good
4,12.0,4,6,1555.0,4,5,4.0,3,1,4.0,4,55.0,none,for free,2.0,skilled,2.0,none,yes,bad
1,24.0,3,1,1285.0,5,4,4.0,2,1,4.0,4,32.0,none,rent,1.0,skilled,1.0,none,yes,bad
3,6.0,5,1,1299.0,1,3,1.0,3,1,1.0,1,74.0,none,own,3.0,unemp/unskilled non res,2.0,none,no,good
3,15.0,5,4,1271.0,5,3,3.0,3,1,4.0,4,39.0,none,for free,2.0,skilled,1.0,yes,yes,bad
4,24.0,3,1,1393.0,1,3,2.0,3,3,2.0,1,31.0,none,own,1.0,skilled,1.0,yes,yes,good
1,12.0,5,1,691.0,1,5,4.0,3,1,3.0,2,35.0,none,own,2.0,skilled,1.0,none,yes,bad
4,15.0,5,1,5045.0,5,5,1.0,2,1,4.0,3,59.0,none,own,1.0,skilled,1.0,yes,yes,good
1,18.0,5,3,2124.0,1,3,4.0,2,1,4.0,1,24.0,none,rent,2.0,skilled,1.0,none,yes,bad
1,12.0,3,4,2214.0,1,3,4.0,3,1,3.0,2,24.0,none,own,1.0,unskilled resident,1.0,none,yes,good
4,21.0,5,1,12680.0,5,5,4.0,3,1,4.0,4,30.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
4,24.0,5,1,2463.0,2,4,4.0,4,1,3.0,2,27.0,none,own,2.0,skilled,1.0,yes,yes,good
2,12.0,3,4,1155.0,1,5,3.0,4,3,3.0,1,40.0,bank,own,2.0,unskilled resident,1.0,none,yes,good
1,30.0,3,3,3108.0,1,2,2.0,1,1,4.0,2,31.0,none,own,1.0,unskilled resident,1.0,none,yes,bad
4,10.0,3,2,2901.0,5,2,1.0,2,1,4.0,1,31.0,none,rent,1.0,skilled,1.0,none,yes,good
2,12.0,5,3,3617.0,1,5,1.0,3,1,4.0,3,28.0,none,rent,3.0,skilled,1.0,yes,yes,good
4,12.0,5,4,1655.0,1,5,2.0,3,1,4.0,1,63.0,none,own,2.0,unskilled resident,1.0,yes,yes,good
1,24.0,3,2,2812.0,5,5,2.0,2,1,4.0,1,26.0,none,rent,1.0,skilled,1.0,none,yes,good
1,36.0,5,7,8065.0,1,3,3.0,2,1,2.0,4,25.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
4,21.0,5,2,3275.0,1,5,1.0,3,1,4.0,3,36.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
4,24.0,5,4,2223.0,2,5,4.0,3,1,4.0,2,52.0,bank,own,2.0,skilled,1.0,none,yes,good
3,12.0,5,1,1480.0,3,1,2.0,3,1,4.0,4,66.0,bank,for free,3.0,unemp/unskilled non res,1.0,none,yes,good
1,24.0,3,1,1371.0,5,3,4.0,2,1,4.0,1,25.0,none,rent,1.0,skilled,1.0,none,yes,bad
4,36.0,5,1,3535.0,1,4,4.0,3,1,4.0,3,37.0,none,own,2.0,skilled,1.0,yes,yes,good
1,18.0,3,4,3509.0,1,4,4.0,2,3,1.0,1,25.0,none,own,1.0,skilled,1.0,none,yes,good
4,36.0,5,2,5711.0,4,5,4.0,3,1,2.0,3,38.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
2,18.0,3,6,3872.0,1,1,2.0,2,1,4.0,3,67.0,none,own,1.0,skilled,1.0,yes,yes,good
2,39.0,5,4,4933.0,1,4,2.0,3,3,2.0,1,25.0,none,own,2.0,skilled,1.0,none,yes,bad
4,24.0,5,1,1940.0,4,5,4.0,3,1,4.0,1,60.0,none,own,1.0,skilled,1.0,yes,yes,good
2,12.0,1,8,1410.0,1,3,2.0,3,1,2.0,1,31.0,none,own,1.0,unskilled resident,1.0,yes,yes,good
2,12.0,3,1,836.0,2,2,4.0,2,1,2.0,2,23.0,bank,own,1.0,unskilled resident,1.0,none,yes,bad
2,20.0,3,2,6468.0,5,1,1.0,1,1,4.0,1,60.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
2,18.0,3,9,1941.0,4,3,4.0,3,1,2.0,2,35.0,none,own,1.0,unskilled resident,1.0,yes,yes,good
4,22.0,3,4,2675.0,3,5,3.0,3,1,4.0,3,40.0,none,own,1.0,skilled,1.0,none,yes,good
4,48.0,5,2,2751.0,5,5,4.0,3,1,3.0,3,38.0,none,own,2.0,skilled,2.0,yes,yes,good
2,48.0,4,7,6224.0,1,5,4.0,3,1,4.0,4,50.0,none,for free,1.0,skilled,1.0,none,yes,bad
1,40.0,5,7,5998.0,1,3,4.0,3,1,3.0,4,27.0,bank,own,1.0,skilled,1.0,yes,yes,bad
2,21.0,3,9,1188.0,1,5,2.0,2,1,4.0,2,39.0,none,own,1.0,skilled,2.0,none,yes,bad
4,24.0,3,2,6313.0,5,5,3.0,3,1,4.0,3,41.0,none,own,1.0,high qualif/self emp/mgmt,2.0,yes,yes,good
4,6.0,5,3,1221.0,5,3,1.0,4,1,2.0,2,27.0,none,own,2.0,skilled,1.0,none,yes,good
3,24.0,3,3,2892.0,1,5,3.0,1,1,4.0,4,51.0,none,for free,1.0,skilled,1.0,none,yes,good
4,24.0,3,3,3062.0,3,5,4.0,3,1,3.0,4,32.0,none,rent,1.0,skilled,1.0,yes,yes,good
4,9.0,3,3,2301.0,2,2,2.0,2,1,4.0,2,22.0,none,rent,1.0,skilled,1.0,none,yes,good
1,18.0,3,2,7511.0,5,5,1.0,3,1,4.0,2,51.0,none,for free,1.0,skilled,2.0,yes,yes,bad
4,12.0,5,3,1258.0,1,2,2.0,2,1,4.0,2,22.0,none,rent,2.0,unskilled resident,1.0,none,yes,good
4,24.0,4,1,717.0,5,5,4.0,4,1,4.0,3,54.0,none,own,2.0,skilled,1.0,yes,yes,good
2,9.0,3,1,1549.0,5,2,4.0,3,1,2.0,1,35.0,none,own,1.0,unemp/unskilled non res,1.0,none,yes,good
4,24.0,5,7,1597.0,1,5,4.0,3,1,4.0,4,54.0,none,for free,2.0,skilled,2.0,none,yes,good
2,18.0,5,4,1795.0,1,5,3.0,2,3,4.0,1,48.0,bank,rent,2.0,unskilled resident,1.0,yes,yes,good
1,20.0,5,3,4272.0,1,5,1.0,2,1,4.0,2,24.0,none,own,2.0,skilled,1.0,none,yes,good
4,12.0,5,4,976.0,5,5,4.0,3,1,4.0,3,35.0,none,own,2.0,skilled,1.0,none,yes,good
2,12.0,3,1,7472.0,5,1,1.0,2,1,2.0,1,24.0,none,rent,1.0,unemp/unskilled non res,1.0,none,yes,good
1,36.0,3,1,9271.0,1,4,2.0,3,1,1.0,3,24.0,none,own,1.0,skilled,1.0,yes,yes,bad
2,6.0,3,4,590.0,1,2,3.0,4,1,3.0,1,26.0,none,own,1.0,unskilled resident,1.0,none,no,good
4,12.0,5,4,930.0,5,5,4.0,3,1,4.0,1,65.0,none,own,4.0,skilled,1.0,none,yes,good
2,42.0,2,2,9283.0,1,1,1.0,3,1,2.0,4,55.0,bank,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
2,15.0,1,1,1778.0,1,2,2.0,2,1,1.0,1,26.0,none,rent,2.0,unemp/unskilled non res,1.0,none,yes,bad
2,8.0,3,9,907.0,1,2,3.0,4,1,2.0,1,26.0,none,own,1.0,skilled,1.0,yes,yes,good
2,6.0,3,4,484.0,1,4,3.0,4,3,3.0,1,28.0,bank,own,1.0,unskilled resident,1.0,none,yes,good
1,36.0,5,2,9629.0,1,4,4.0,3,1,4.0,3,24.0,none,own,2.0,skilled,1.0,yes,yes,bad
1,48.0,3,5,3051.0,1,3,3.0,3,1,4.0,3,54.0,none,own,1.0,skilled,1.0,none,yes,bad
1,48.0,3,1,3931.0,1,4,4.0,3,1,4.0,4,46.0,none,for free,1.0,skilled,2.0,none,yes,bad
2,36.0,4,1,7432.0,1,3,2.0,2,1,2.0,2,54.0,none,rent,1.0,skilled,1.0,none,yes,good
4,6.0,3,5,1338.0,3,3,1.0,1,1,4.0,1,62.0,none,own,1.0,skilled,1.0,none,yes,good
4,6.0,5,4,1554.0,1,4,1.0,2,1,2.0,3,24.0,none,rent,2.0,skilled,1.0,yes,yes,good
1,36.0,3,10,15857.0,1,1,2.0,1,2,3.0,3,43.0,none,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
1,18.0,3,4,1345.0,1,3,4.0,4,1,3.0,1,26.0,bank,own,1.0,skilled,1.0,none,yes,bad
4,12.0,3,1,1101.0,1,3,3.0,4,1,2.0,1,27.0,none,own,2.0,skilled,1.0,yes,yes,good
3,12.0,3,4,3016.0,1,3,3.0,4,1,1.0,3,24.0,none,own,1.0,skilled,1.0,none,yes,good
1,36.0,3,3,2712.0,1,5,2.0,3,1,2.0,2,41.0,bank,own,1.0,skilled,2.0,none,yes,bad
1,8.0,5,1,731.0,1,5,4.0,3,1,4.0,1,47.0,none,own,2.0,unskilled resident,1.0,none,yes,good
4,18.0,5,3,3780.0,1,2,3.0,1,1,2.0,3,35.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
1,21.0,5,1,1602.0,1,5,4.0,4,1,3.0,3,30.0,none,own,2.0,skilled,1.0,yes,yes,good
1,18.0,5,1,3966.0,1,5,1.0,2,1,4.0,1,33.0,bank,rent,3.0,skilled,1.0,yes,yes,bad
4,18.0,1,9,4165.0,1,3,2.0,3,1,2.0,3,36.0,stores,own,2.0,skilled,2.0,none,yes,bad
1,36.0,3,2,8335.0,5,5,3.0,3,1,4.0,4,47.0,none,for free,1.0,skilled,1.0,none,yes,bad
2,48.0,4,9,6681.0,5,3,4.0,3,1,4.0,4,38.0,none,for free,1.0,skilled,2.0,yes,yes,good
4,24.0,4,9,2375.0,3,3,4.0,3,1,2.0,3,44.0,none,own,2.0,skilled,2.0,yes,yes,good
1,18.0,3,1,1216.0,1,2,4.0,2,1,3.0,3,23.0,none,rent,1.0,skilled,1.0,yes,yes,bad
1,45.0,1,9,11816.0,1,5,2.0,3,1,4.0,3,29.0,none,rent,2.0,skilled,1.0,none,yes,bad
2,24.0,3,4,5084.0,5,5,2.0,2,1,4.0,3,42.0,none,own,1.0,skilled,1.0,yes,yes,good
3,15.0,3,4,2327.0,1,2,2.0,2,1,3.0,1,25.0,none,own,1.0,unskilled resident,1.0,none,yes,bad
1,12.0,1,1,1082.0,1,3,4.0,3,1,4.0,3,48.0,bank,own,2.0,skilled,1.0,none,yes,bad
4,12.0,3,4,886.0,5,3,4.0,2,1,2.0,3,21.0,none,own,1.0,skilled,1.0,none,yes,good
4,4.0,3,3,601.0,1,2,1.0,2,1,3.0,1,23.0,none,rent,1.0,unskilled resident,2.0,none,yes,good
1,24.0,5,2,2957.0,1,5,4.0,3,1,4.0,2,63.0,none,own,2.0,skilled,1.0,yes,yes,good
4,24.0,5,4,2611.0,1,5,4.0,4,2,3.0,1,46.0,none,own,2.0,skilled,1.0,none,yes,good
1,36.0,3,3,5179.0,1,4,4.0,3,1,2.0,2,29.0,none,own,1.0,skilled,1.0,none,yes,bad
4,21.0,4,2,2993.0,1,3,3.0,3,1,2.0,1,28.0,stores,own,2.0,unskilled resident,1.0,none,yes,good
4,18.0,3,6,1943.0,1,2,4.0,2,1,4.0,1,23.0,none,own,1.0,skilled,1.0,none,yes,bad
4,24.0,2,9,1559.0,1,4,4.0,3,1,4.0,3,50.0,bank,own,1.0,skilled,1.0,yes,yes,good
4,18.0,3,3,3422.0,1,5,4.0,3,1,4.0,2,47.0,bank,own,3.0,skilled,2.0,yes,yes,good
2,21.0,3,3,3976.0,5,4,2.0,3,1,3.0,3,35.0,none,own,1.0,skilled,1.0,yes,yes,good
4,18.0,3,1,6761.0,5,3,2.0,3,1,4.0,3,68.0,none,rent,2.0,skilled,1.0,none,yes,bad
4,24.0,3,1,1249.0,1,2,4.0,4,1,2.0,1,28.0,none,own,1.0,skilled,1.0,none,yes,good
1,9.0,3,4,1364.0,1,4,3.0,3,1,4.0,1,59.0,none,own,1.0,skilled,1.0,none,yes,good
1,12.0,3,4,709.0,1,5,4.0,3,1,4.0,1,57.0,stores,own,1.0,unskilled resident,1.0,none,yes,bad
1,20.0,5,1,2235.0,1,3,4.0,4,3,2.0,2,33.0,bank,rent,2.0,skilled,1.0,none,no,bad
4,24.0,5,2,4042.0,5,4,3.0,3,1,4.0,2,43.0,none,own,2.0,skilled,1.0,yes,yes,good
4,15.0,5,4,1471.0,1,3,4.0,3,1,4.0,4,35.0,none,for free,2.0,skilled,1.0,yes,yes,good
1,18.0,2,1,1442.0,1,4,4.0,3,1,4.0,4,32.0,none,for free,2.0,unskilled resident,2.0,none,yes,bad
4,36.0,4,1,10875.0,1,5,2.0,3,1,2.0,3,45.0,none,own,2.0,skilled,2.0,yes,yes,good
4,24.0,3,1,1474.0,2,2,4.0,4,1,3.0,1,33.0,none,own,1.0,skilled,1.0,yes,yes,good
4,10.0,3,8,894.0,5,4,4.0,2,1,3.0,2,40.0,none,own,1.0,skilled,1.0,yes,yes,good
4,15.0,5,3,3343.0,1,3,4.0,3,1,2.0,4,28.0,none,for free,1.0,skilled,1.0,yes,yes,good
1,15.0,3,1,3959.0,1,3,3.0,2,1,2.0,2,29.0,none,own,1.0,skilled,1.0,yes,yes,bad
4,9.0,3,1,3577.0,2,3,1.0,3,3,2.0,1,26.0,none,rent,1.0,skilled,2.0,none,no,good
4,24.0,5,2,5804.0,4,3,4.0,3,1,2.0,1,27.0,none,own,2.0,skilled,1.0,none,yes,good
4,18.0,4,9,2169.0,1,3,4.0,4,1,2.0,3,28.0,none,own,1.0,skilled,1.0,yes,yes,bad
1,24.0,3,4,2439.0,1,2,4.0,2,1,4.0,1,35.0,none,own,1.0,skilled,1.0,yes,yes,bad
4,27.0,5,3,4526.0,4,2,4.0,3,1,2.0,1,32.0,stores,own,2.0,unskilled resident,2.0,yes,yes,good
4,10.0,3,3,2210.0,1,3,2.0,3,1,2.0,1,25.0,bank,rent,1.0,unskilled resident,1.0,none,yes,bad
4,15.0,3,3,2221.0,3,3,2.0,2,1,4.0,3,20.0,none,rent,1.0,skilled,1.0,none,yes,good
1,18.0,3,4,2389.0,1,2,4.0,2,1,1.0,3,27.0,stores,own,1.0,skilled,1.0,none,yes,good
4,12.0,5,3,3331.0,1,5,2.0,3,1,4.0,2,42.0,stores,own,1.0,skilled,1.0,none,yes,good
4,36.0,3,9,7409.0,5,5,3.0,3,1,2.0,2,37.0,none,own,2.0,skilled,1.0,none,yes,good
1,12.0,3,3,652.0,1,5,4.0,2,1,4.0,2,24.0,none,rent,1.0,skilled,1.0,none,yes,good
4,36.0,4,3,7678.0,3,4,2.0,2,1,4.0,3,40.0,none,own,2.0,skilled,1.0,yes,yes,good
3,6.0,5,1,1343.0,1,5,1.0,3,1,4.0,1,46.0,none,own,2.0,skilled,2.0,none,no,good
1,24.0,5,9,1382.0,2,4,4.0,3,1,1.0,1,26.0,none,own,2.0,skilled,1.0,yes,yes,good
4,15.0,3,5,874.0,5,2,4.0,2,1,1.0,1,24.0,none,own,1.0,skilled,1.0,none,yes,good
1,12.0,3,3,3590.0,1,3,2.0,3,2,2.0,2,29.0,none,own,1.0,unskilled resident,2.0,none,yes,good
2,11.0,5,1,1322.0,4,3,4.0,2,1,4.0,3,40.0,none,own,2.0,skilled,1.0,none,yes,good
